,id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens,airflow,alteryx,apl,asp.net,assembly,atlassian,aurora,aws,azure,bash,bigquery,bitbucket,c,c++,c/c++,cobol,cognos,crystal,css,dart,dax,docker,dplyr,excel,fortran,gcp,gdpr,ggplot2,git,github,gitlab,go,golang,graphql,groovy,hadoop,html,java,javascript,jira,jquery,js,julia,jupyter,keras,linux,linux/unix,looker,matlab,matplotlib,microstrategy,mongo,mongodb,mssql,mysql,no-sql,node,node.js,nosql,nuix,numpy,outlook,pandas,perl,php,pl/sql,plotly,postgres,postgresql,power_bi,powerpoint,powerpoints,powershell,pyspark,python,pytorch,qlik,r,redis,redshift,rshiny,ruby,rust,sap,sas,scala,scikit-learn,seaborn,selenium,sharepoint,shell,snowflake,solidity,spark,splunk,spreadsheet,spss,sql,ssis,ssrs,swift,t-sql,tableau,tensorflow,terminal,tidyr,twilio,typescript,unix,unix/linux,vb.net,vba,visio,visual_basic,vue,vue.js,word
6588,6588,100K to 115K,a year,107500.0,100000.0,115000.0,,107500.0,107500.0,Data Analyst,1872 Consulting,United States,via LinkedIn,"['12 hours ago', '100K to 115K a year', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,False,00:19.8,"['power_bi', 'sql', 'r', 'tableau', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6589,6589,110K to 120K,a year,115000.0,110000.0,120000.0,,115000.0,115000.0,REMOTE Senior DATA REPORTING ANALYST,Insight Global,Anywhere,via LinkedIn,"['12 hours ago', '110K to 120K a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:37.2,['excel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,6590,125K to 145K,a year,135000.0,125000.0,145000.0,,135000.0,135000.0,Senior Data Analyst,Keyrus,Anywhere,via LinkedIn,"['12 hours ago', '125K to 145K a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:35.3,"['tableau', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6591,6591,67052 to 176300,a year,121676.0,67052.0,176300.0,,121676.0,121676.0,Transportation Program Specialist / Data Analyst,Federal Transit Administration,"Kansas City, MO",via LinkedIn,"['12 hours ago', '67,052 to 176,300 a year', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,False,00:12.3,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6592,6592,78150 to 111640,a year,94895.0,78150.0,111640.0,,94895.0,94895.0,Sr Business Data Analyst,EBSCO Information Services,Anywhere,via LinkedIn,"['12 hours ago', '78,150 to 111,640 a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",12 hours ago,Full-time,True,00:11.7,"['tableau', 'sql', 'excel']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6593,6593,80381.47 to 116420.74,a year,98401.105,80381.47,116420.74,,98401.105,98401.105,Senior Data Analyst,Pierce County,Anywhere,via LinkedIn,"['12 hours ago', '80,381.47 to 116,420.74 a year', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:08.5,"['r', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6614,6614,70,an hour,70.0,,,70.0,,145600.0,Data Analyst/Engineer,VHL Technologies Inc,Anywhere,via LinkedIn,"['13 hours ago', '70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:18.7,"['pandas', 'jupyter', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6615,6615,90K,a year,90000.0,,,,90000.0,90000.0,Senior Data Analyst,CRG,United States,via LinkedIn,"['13 hours ago', '90K a year', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,False,00:18.6,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,6698,20 to 25,an hour,22.5,20.0,25.0,22.5,,46800.0,Master Data Analyst - SAP PLM SKU,Lorien,Anywhere,via LinkedIn,"['13 hours ago', '20 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:28.2,"['excel', 'sap']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,6699,45 to 48,an hour,46.5,45.0,48.0,46.5,,96720.0,Data Science Specialist,"Waynsys, Inc.",Anywhere,via LinkedIn,"['13 hours ago', '45 to 48 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:21.3,"['sas', 'sql', 'microstrategy', 'tableau', 'python', 'azure', 'aws', 'power_bi']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,6700,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,Senior Data Analyst,StaffChase,Anywhere,via LinkedIn,"['13 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:21.3,"['powershell', 'bash', 'python']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,6701,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,Senior Data Analyst,"IDR, Inc.",Anywhere,via LinkedIn,"['13 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned', 'Health insurance', 'Dental insurance']",13 hours ago,Contractor,True,00:34.9,"['jira', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,6702,55 to 66,an hour,60.5,55.0,66.0,60.5,,125840.0,Business Data Analyst,Modis,Anywhere,via LinkedIn,"['13 hours ago', '55 to 66 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:33.6,"['excel', 'sas', 'sql', 'azure']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,6703,62 to 65,an hour,63.5,62.0,65.0,63.5,,132080.0,Senior Quality Data Analyst,EPM Scientific,Anywhere,via LinkedIn,"['13 hours ago', '62 to 65 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:26.1,"['power_bi', 'excel', 'qlik', 'r']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,6704,65 to 75,an hour,70.0,65.0,75.0,70.0,,145600.0,Data Scientist,CEI,Anywhere,via LinkedIn,"['13 hours ago', '65 to 75 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:11.1,"['sql', 'r', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,6705,100K to 120K,a year,110000.0,100000.0,120000.0,,110000.0,110000.0,Data Analyst,On-Demand Group,United States,via LinkedIn,"['13 hours ago', '100K to 120K a year', 'Full-time']",13 hours ago,Full-time,False,00:16.8,"['spark', 'alteryx', 'power_bi', 'dax', 'sql', 'r', 'ssis', 't-sql', 'python', 'azure']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,6706,110K to 150K,a year,130000.0,110000.0,150000.0,,130000.0,130000.0,Lead Healthcare Data Analyst,Storm3,Anywhere,via LinkedIn,"['13 hours ago', '110K to 150K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",13 hours ago,Full-time,True,00:22.1,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,6707,125K to 135K,a year,130000.0,125000.0,135000.0,,130000.0,130000.0,Senior systems Analyst/Data analyst,a2c IT Consulting,United States,via LinkedIn,"['13 hours ago', '125K to 135K a year', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,False,00:37.4,"['excel', 'visio', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6709,6708,140K to 147K,a year,143500.0,140000.0,147000.0,,143500.0,143500.0,Data Analyst - Treasury Technologies,Jefferies,United States,via LinkedIn,"['13 hours ago', '140K to 147K a year', 'Full-time', 'No degree mentioned']",13 hours ago,Full-time,False,00:31.6,"['dax', 't-sql', 'ssrs', 'sql', 'power_bi', 'excel', 'c', 'r']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6738,6737,60,an hour,60.0,,,60.0,,124800.0,Data Analyst,CRG,United States,via LinkedIn,"['14 hours ago', '60 an hour', 'Contractor', 'Health insurance', 'Dental insurance']",14 hours ago,Contractor,False,00:28.8,"['power_bi', 'sql', 'sap']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,6738,63,an hour,63.0,,,63.0,,131040.0,Data Analyst - SAP FI/CO,Infojini Inc,Anywhere,via LinkedIn,"['14 hours ago', '63 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:28.8,"['sap', 'tableau', 'alteryx', 'power_bi', 'excel']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,6739,70K,a year,70000.0,,,,70000.0,70000.0,Senior Analyst,AMP Agency,Anywhere,via LinkedIn,"['14 hours ago', '70K a year', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,00:33.6,"['excel', 'sas', 'sql', 'tableau', 'python', 'spss', 'power_bi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,6740,90K,a year,90000.0,,,,90000.0,90000.0,Senior Data Analyst,CRG,United States,via LinkedIn,"['14 hours ago', '90K a year', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,False,00:25.5,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,6838,40 to 50,an hour,45.0,40.0,50.0,45.0,,93600.0,Data Analyst,Agility Partners,Anywhere,via LinkedIn,"['14 hours ago', '40 to 50 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",14 hours ago,Contractor,True,00:25.7,"['sql', 'sap']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6840,6839,55 to 60,an hour,57.5,55.0,60.0,57.5,,119600.0,Senior Data Analyst,Insight Global,Anywhere,via LinkedIn,"['14 hours ago', '55 to 60 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:13.4,"['excel', 'sql', 'r', 'tableau', 'power_bi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6841,6840,55 to 62,an hour,58.5,55.0,62.0,58.5,,121680.0,Business Data Analyst,Insight Global,Anywhere,via LinkedIn,"['14 hours ago', '55 to 62 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:28.5,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6842,6841,55 to 62,an hour,58.5,55.0,62.0,58.5,,121680.0,Business Data Analyst,Insight Global,Anywhere,via LinkedIn,"['14 hours ago', '55 to 62 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,00:19.6,['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843,6842,70K to 95K,a year,82500.0,70000.0,95000.0,,82500.0,82500.0,Data Analyst - Heavy SQL,TECHEAD,Anywhere,via LinkedIn,"['14 hours ago', '70K to 95K a year', 'Work from home', 'Contractor', 'No degree mentioned']",14 hours ago,Contractor,True,36:57.1,"['excel', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,6843,60K to 100K,a year,80000.0,60000.0,100000.0,,80000.0,80000.0,Data Analyst,MissionStaff,Anywhere,via LinkedIn,"['14 hours ago', '60K to 100K a year', 'Work from home', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,True,36:55.2,"['power_bi', 'sql', 'tableau']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,6844,95K to 120K,a year,107500.0,95000.0,120000.0,,107500.0,107500.0,Data Analyst,Elsdon Consulting ltd,Anywhere,via LinkedIn,"['14 hours ago', '95K to 120K a year', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,36:57.8,"['excel', 'sql', 'tableau', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,6845,100K to 115K,a year,107500.0,100000.0,115000.0,,107500.0,107500.0,Data Reporting Analyst,Insight Global,Anywhere,via LinkedIn,"['14 hours ago', '100K to 115K a year', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,36:59.2,['excel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6847,6846,110K to 130K,a year,120000.0,110000.0,130000.0,,120000.0,120000.0,Data Analyst,Averity,Anywhere,via LinkedIn,"['14 hours ago', '110K to 130K a year', 'Work from home', 'Full-time']",14 hours ago,Full-time,True,36:55.9,"['go', 'sql', 'power_bi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6848,6847,120K to 135K,a year,127500.0,120000.0,135000.0,,127500.0,127500.0,Data Analyst,Storm2,Anywhere,via LinkedIn,"['14 hours ago', '120K to 135K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,True,36:58.5,"['sql', 'r', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,6848,58695 to 89699,a year,74197.0,58695.0,89699.0,,74197.0,74197.0,Street Homeless Solutions Data Analyst,NYC Department of Social Services,"All, MO",via LinkedIn,"['14 hours ago', '58,695 to 89,699 a year', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,False,00:08.8,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6850,6849,61740.29 to 97877.88,a year,79809.085,61740.29,97877.88,,79809.085,79809.085,"Healthcare Data Analyst, Principal",Hennepin County,United States,via LinkedIn,"['14 hours ago', '61,740.29 to 97,877.88 a year', 'Full-time']",14 hours ago,Full-time,False,00:11.2,"['spreadsheet', 'power_bi', 'sas', 'sql', 'r', 'tableau']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
